SMS,IsTransaction,Category,Reason
"Dear Customer, Rs.50,000 to Rs.5,00,000 quick loan can be disbursed on 09.12.2026. Apply Now: http://example.in/2953 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 you are eligible for a personal loan on 25.04.2026. Complete KYC to proceed: http://example.in/5511 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 pre-approved loan available on 05.08.2026. Offer valid today: http://example.in/7653 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 credit line available on 06.10.2026. Instant approval: http://example.in/9329 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan approved subject to verification on 15.09.2026. Get money in minutes: http://example.in/5058 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 you are eligible for a personal loan on 28.12.2026. Offer valid today: http://example.in/2823 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 you are eligible for a personal loan on 06.09.2026. Instant approval: http://example.in/8031 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 loan offer waiting for you on 04.11.2026. Complete KYC to proceed: http://example.in/5059 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 loan approved subject to verification on 23.11.2026. Click to know more: http://example.in/3147 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,00,000 loan approved subject to verification on 04.09.2026. Complete KYC to proceed: http://example.in/6534 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 loan approved subject to verification on 03.01.2026. Limited period offer: http://example.in/9481 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 you are eligible for a personal loan on 13.02.2026. Check if you qualify: http://example.in/2134 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 15.07.2026. Limited period offer: http://example.in/6635 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 loan can be credited to your Bank A/c on 10.02.2026. Check if you qualify: http://example.in/1431 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 09.09.2026. Limited period offer: http://example.in/2754 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.10,000 cash loan up to Rs.10,000 on 02.11.2026. Instant approval: http://example.in/5651 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 23.01.2026. Get money in minutes: http://example.in/5947 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 cash loan up to Rs.80,000 on 09.07.2026. Get money in minutes: http://example.in/1961 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan approved subject to verification on 21.04.2026. Click to know more: http://example.in/2796 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 instant cash loan available on 18.09.2026. Complete KYC to proceed: http://example.in/6899 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 quick loan can be disbursed on 09.05.2026. Instant approval: http://example.in/3979 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 loan approved subject to verification on 20.11.2026. Limited period offer: http://example.in/1420 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 credit line available on 28.03.2026. Complete KYC to proceed: http://example.in/6513 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 you are eligible for a personal loan on 04.07.2026. Click to know more: http://example.in/1337 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,000 quick loan can be disbursed on 05.10.2026. Limited period offer: http://example.in/9535 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 loan can be credited to your Bank A/c on 10.12.2026. Limited period offer: http://example.in/9977 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 loan can be credited to your Bank A/c on 24.05.2026. Limited period offer: http://example.in/6622 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 24.02.2026. Click to know more: http://example.in/4901 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.5,00,000 instant cash loan available on 09.12.2026. Limited period offer: http://example.in/3608 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.5,00,000 loan approved subject to verification on 24.12.2026. Get money in minutes: http://example.in/2675 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 cash loan up to Rs.25,000 on 13.12.2026. Get money in minutes: http://example.in/7023 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 personal loan can be credited instantly on 15.08.2026. Offer valid today: http://example.in/7312 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 cash loan up to Rs.25,000 on 06.06.2026. Instant approval: http://example.in/8268 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 loan offer waiting for you on 15.11.2026. Apply Now: http://example.in/1770 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 personal loan can be credited instantly on 22.03.2026. Click to know more: http://example.in/9836 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.1,50,000 quick loan can be disbursed on 10.07.2026. Get money in minutes: http://example.in/8915 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 credit line available on 20.12.2026. Complete KYC to proceed: http://example.in/4689 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 quick loan can be disbursed on 16.10.2026. Instant approval: http://example.in/5191 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.80,000 instant cash loan available on 16.05.2026. Check if you qualify: http://example.in/6932 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,00,000 pre-approved loan available on 22.07.2026. Instant approval: http://example.in/4790 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 personal loan can be credited instantly on 25.10.2026. Limited period offer: http://example.in/2669 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
